,VIDEO TITLE,VIEWS,LAST STREAMED,VIDEO LINK,LIKES,ABOUT,COMMENTS
58,GfG 160 | Day - 15 | Add Two Binary Strings | 160 Days Daily DSA Problem Solving | GfG,974 views,2 months ago,https://www.youtube.com/watch?v=WMmu8ktpF3k,23,"Welcome to the daily solving of our GfG 160 Problem of Day 15 with Devashish Khare. We will discuss the entire problem step-by-step and work towards developing an optimized solution. This will not only help you brush up on your concepts of Data Structures and Algorithms but will also help you build up problem-solving skills.

So come along and solve the GFG 160 Problem of Day 15 with us!

💻 Try it Yourself: ",4
59,"I went to the House of a Microsoft Software Engineer | Life at Microsoft |SDE Roadmap, Salary, Perks",16K views,2 months ago,https://www.youtube.com/watch?v=vNVSlT0WgKk,371,Found the video inspiring? Now accelerate your tech journey with GeeksforGeeks! Use Code: GFGYT30 and get 30% Off on all GeeksforGeeks Courses. Click here to grab your discount now: ,24
60,GfG 160 | Day - 14 | String to Integer - Your Own atoi() | 160 Days Daily DSA Problem Solving | GfG,1K views,2 months ago,https://www.youtube.com/watch?v=ne_Ki_sdRSk,37,"Welcome to the daily solving of our GfG 160 Problem of Day 14 with Devashish Khare. We will discuss the entire problem step-by-step and work towards developing an optimized solution. This will not only help you brush up on your concepts of Data Structures and Algorithms but will also help you build up problem-solving skills.

So come along and solve the GFG 160 Problem of Day 14 with us!

💻 Try it Yourself: ",0
61,GfG 160 | Day - 13 | First Missing Positive | 160 Days Daily DSA Problem Solving | GeeksforGeeks,845 views,2 months ago,https://www.youtube.com/watch?v=LGGKan4TOXM,21,"Welcome to the daily solving of our GfG 160 Problem of Day 13 with Devashish Khare. We will discuss the entire problem step-by-step and work towards developing an optimized solution. This will not only help you brush up on your concepts of Data Structures and Algorithms but will also help you build up problem-solving skills.

So come along and solve the GFG 160 Problem of Day 13 with us!

💻 Try it Yourself: ",0
62,GfG 160 | Day - 12 | Maximum Sum Subarray in Circular | 160 Days Daily DSA Problem Solving | GfG,889 views,2 months ago,https://www.youtube.com/watch?v=l7smKuFKnNU,20,"Welcome to the daily solving of our GfG 160 Problem of Day 12 with Devashish Khare. We will discuss the entire problem step-by-step and work towards developing an optimized solution. This will not only help you brush up on your concepts of Data Structures and Algorithms but will also help you build up problem-solving skills.

So come along and solve the GFG 160 Problem of Day 12 with us!

💻 Try it Yourself: ",2
63,"How She Cracked Google, Microsoft and Goldman Sachs? | Inspirational Journey",4.4K views,2 months ago,https://www.youtube.com/watch?v=EI_sa4mRuzY,172,Linkedin :- ,17
64,GfG 160 | Day - 11 | Maximum Product Subarray | 160 Days Daily DSA Problem Solving | GeeksforGeeks,875 views,2 months ago,https://www.youtube.com/watch?v=54ftU2BX32Q,31,Start GfG 160: ,2
65,GfG 160 | Day - 10 | Maximum Sum Subarray | 160 Days Daily DSA Problem Solving | GeeksforGeeks,888 views,2 months ago,https://www.youtube.com/watch?v=UtKnJyQmptY,33,Start GfG 160: ,0
66,OFF CAMPUS Placement and Internship 2025 Calendar revealed | Which company hires when?,5.6K views,2 months ago,https://www.youtube.com/watch?v=m1bMe7YBLfQ,313,"Off-Campus Calendar for Internship and Placement
Title: Step by Step Roadmap to get placed in 2024. Crack Off Campus jJobs Easily

Are You Ready for Your Off-Campus Placement Plan? 🤔 In this video, we walk you through a comprehensive calendar for preparing for off-campus internships and placements! Understanding key timelines and preparation phases is crucial for success. We'll share detailed steps, important dates, and actionable tips to keep you on track and prepared for upcoming opportunities

 Found the video inspiring? Now accelerate your tech journey with GeeksforGeeks! Use Code: GFGYT30 and get 30% Off on all GeeksforGeeks Courses. Click here to grab your discount now: ",20
67,GfG 160 | Day - 9 | Minimize the Heights | 160 Days Daily DSA Problem Solving | GeeksforGeeks,1.1K views,2 months ago,https://www.youtube.com/watch?v=FbwS1Uc1G5g,33,Start GfG 160: ,2
68,GfG 160 | Day - 8 | Stock Buy and Sell (With One Limit) | 160 Days Daily DSA Problem Solving | GfG,1K views,2 months ago,https://www.youtube.com/watch?v=SJ7nskvro4k,33,Start GfG 160: ,1
69,Master Front End Development with this Roadmap | Free Doc Resource Inside,1.6K views,2 months ago,https://www.youtube.com/watch?v=oerwFx6CZk4,74,Free Resources :- ,7
70,Winter Carnival Tickets are Live Now,553 views,2 months ago,https://www.youtube.com/watch?v=k5fAC_ORuOg,12,"🎡 BIGGEST TECH LEARNING CARNIVAL OF 2024! | GeeksforGeeks Winter Carnival
Who needs concert tickets when you can invest in your future? 🚀 
Buy Your Ticket Now: ",1
71,GfG 160 | Day - 7 | Stock Buy and Sell (With No Limit) | 160 Days Daily DSA Problem Solving | GfG,1.3K views,2 months ago,https://www.youtube.com/watch?v=ULd5mo-bCE4,33,Start GfG 160: ,0
72,GfG 160 | Day - 6 | Majority Element II | 160 Days Daily DSA Problem Solving | GeeksforGeeks,1.1K views,2 months ago,https://www.youtube.com/watch?v=6Mfyfn1_4BY,36,Start GfG 160: ,2
73,GfG 160 | Day - 5 | Next Permutation | 160 Days Daily DSA Problem Solving | GeeksforGeeks,1.7K views,2 months ago,https://www.youtube.com/watch?v=GQdOXQKdtQM,48,Start GfG 160: ,3
74,GfG 160 | Day - 4 | Rotate an Array | 160 Days Daily DSA Problem Solving | GeeksforGeeks,1.8K views,2 months ago,https://www.youtube.com/watch?v=5KzhdiOePOU,55,Start GfG 160: ,3
75,GfG 160 | Day - 3 | Reverse an Array | 160 Days Daily DSA Problem Solving | GeeksforGeeks,1.7K views,2 months ago,https://www.youtube.com/watch?v=gGtmacuQu-k,43,Start GfG 160: ,5
76,Use AI Before it Uses you!! | Become a 10x Coder,1.4K views,2 months ago,https://www.youtube.com/watch?v=tXU3YRu23kU,92,"Want to elevate your coding skills to the next level? 🚀 Discover how to leverage AI tools like ChatGPT, Copilot, and more to become a 10x coder! Learn how to optimize your workflow, debug faster, and enhance your coding productivity. In this video, we explore practical tips on using AI for generating boilerplate code, refining algorithms, and even learning new programming languages. Whether you’re a beginner or an experienced coder, AI can be your secret weapon for staying ahead in the tech world. 💡",6
77,GfG 160 | Day - 2 | Move all Zeros to End | 160 Days Daily DSA Problem Solving | GeeksforGeeks,2.4K views,2 months ago,https://www.youtube.com/watch?v=Q2ynXrtGN8Y,62,Start GfG 160: ,2
78,GfG 160 | Day - 1 | Second Largest Element | 160 Days Daily DSA Problem Solving | GeeksforGeeks,5.8K views,2 months ago,https://www.youtube.com/watch?v=JoNs4m0QCig,176,Start GfG 160: ,16
79,GfG 160 | 160 Days Daily DSA Problem Solving | GeeksforGeeks,9.2K views,2 months ago,https://www.youtube.com/watch?v=puDKP5_0Ol4,183,Start GfG 160: ,47
80,"From Tier 3 College to Qualcomm as a Software Developer | Resume , Mistakes , Projects , Interview",1.1K views,2 months ago,https://www.youtube.com/watch?v=1TnVdzwbzJo,57,"Kapil Bhargava's inspiring journey from a Tier 3 college to securing a Software Developer role at Qualcomm! 🚀 In this video, Kapil discusses the hard work, persistence, and strategies that helped him achieve this milestone. He talks about mastering data structures and algorithms, honing project skills, and preparing for tough tech interviews. His journey emphasizes that with the right resources and determination, anyone can break into top tech firms. Perfect for students from any college background who want to step up their career game and land dream tech roles. Don’t miss these insights and practical tips!

Get 30% Off on GfG Courses. Use Code: GFGYT30
Visit GeeksforGeeks Courses to avail!",4
81,Why you will not get placed? | Save yourself Now,2.1K views,2 months ago,https://www.youtube.com/watch?v=b-6rmk233DU,95,   • How to Create a Job-Winning Resume: A...  ,7
82,Y.O.G.I. | Your Own GeeksforGeeks Intelligence | Access to 7+ Features with GeeksforGeeks Premium,2.9K views,2 months ago,https://www.youtube.com/watch?v=rfyhmQYEJKE,14,Explore this and more features today: ,0
83,"GeeksforGeeks Offline Classes- Visit for Free Counselling | Now in Delhi/NCR, Bengaluru, Pune",953K views,3 months ago,https://www.youtube.com/watch?v=hDfjzq9m5vI,3.3K,Choose your location and choose from a wide variety of programs: ,5
84,Get Placed and make the Biggest Comeback of your Life | The Ultimate Roadmap,4.2K views,3 months ago,https://www.youtube.com/watch?v=A7_iaBNOxSU,243,Project Ideas :- ,25
85,Get a Job as a Data Analyst before 2025 starts | *Free Resources Inside* | Complete Roadmap,3.5K views,3 months ago,https://www.youtube.com/watch?v=FyHidTTNXJ8,200,Data Analytics Training Program :- ,10
86,How I would learn to code (if i could start over) | 18 LPA+ Package,2K views,3 months ago,https://www.youtube.com/watch?v=Bq4TH-OhqY0,100,Projects :- ,3
87,Go Ad Free with GeeksforGeeks Premium | 0 Ads in all GeeksforGeeks Content | 100% Distraction free,3.7K views,3 months ago,https://www.youtube.com/watch?v=DoXFPztXGyM,12,100% Ad free environment all across GeeksforGeeks! Read tech content without any distractions. Only with GeeksforGeeks Premium. Explore the benefit of this feature and more: ,2
88,"35+ Courses only with GeeksforGeeks Premium | DSA, Languages, Front-end, App Development & more!",57K views,3 months ago,https://www.youtube.com/watch?v=UvNQUwuN9Ss,29,"DSA, Programming Languages, CS Subjects, Data Analysis, AWS, Django, Gen AI- Get access to complete library of these trending course content along with many others, only with GeeksforGeeks Premium!

Explore the huge library of courses, and the extra features you're getting with GeeksforGeeks Premium: ",4
89,GeeksforGeeks Premium | Explore All Features | Choose your Plan starting from INR 749,8.7K views,3 months ago,https://www.youtube.com/watch?v=kBN7AZ0MRgI,24,"The only subscription you need- GeeksforGeeks Premium! Take your love of learning with GeeksforGeeks to the next level with premium. Get assistance in problem solving, summarise lengthy articles with a single click, get our library of 35+ courses completely free, ad-free learning across the platform, and much more! 

This is the next level of learning, only with GeeksforGeeks Premium.

Explore premium features and plans now: ",2
90,From Tier 3 College to working as a Senior SDE with 400% HIKE | Dream Job Diaries Podcast EP-2,1.4K views,3 months ago,https://www.youtube.com/watch?v=lWrzQFqgTcY,58,Full stack development course :- ,21
91,Crack any companies Aptitude round with this Strategy | *Free Resources Inside*,5K views,3 months ago,https://www.youtube.com/watch?v=loPvFZXUcNw,269,Explore Aptitude related Questions & Answers :- ,6
92,Crack Off-Campus Placement before 2025 with this Strategy,4.4K views,3 months ago,https://www.youtube.com/watch?v=rQs1n2ERSvk,250,DSA Course :- ,7
93,"GeeksforGeeks Premium | 35+ Courses, Ad-Free Learning, A.I. Bot, Text Summarisation & more",57K views,3 months ago,https://www.youtube.com/watch?v=P_ZxK9dTyeA,30,Explore plans now: ,3
94,Master Competitive Programming with this RoadMap | *Free Resources Inside*,6.2K views,4 months ago,https://www.youtube.com/watch?v=lozDmn15zcw,251,Competitive Coding Course :- ,10
